Severity,Issue,FANS Row,FANS Name,System ID,System Name,Expected Pass Tier,System Pass Tier,Expected Pass Subcategory,System Award Category,System Champion Category,Pass Slug,Unique Pass ID,View Count,First Checked In At,Suggested Correction
High,Pass tier/category differs; Missing pass PDF,85,Shri Krishna Kumar (KK) Singh,usr_beb030fb9dc244af91e3,Krishna Kumar (KK) Singh,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,shri-krishna-kumar-kk-singh,6a363b97-521b-4cfd-9015-1fc64c7ce874,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,86,Hon'ble Mr Krishna N. Pimple,usr_84c008ad1f4a458bb179,Krishna N. Pimple,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,hon-ble-mr-krishna-n-pimple,b57398d4-e04a-44a2-8266-5f8ba42da23e,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,87,Mr Krishna Prakash (IPS),usr_1cad1b2d09b44b0ba2fb,Krishna Prakash (IPS),VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,mr-krishna-prakash-ips,6ea4c32c-0abd-4c53-ae6f-64a26554f1bb,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,88,Respected Sardar Kulwant Singh ji,usr_0300e913c3ef4cf9804f,Respected Sardar Kulwant Singh ji,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,respected-sardar-kulwant-singh-ji,56681b91-4b2a-4b35-ade6-4a8d8e4c7385,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,89,Kush Mittal,usr_u2ql53wqhaw7ueb5bibe8jl6,Kush Mittal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,kush-mittal,e8b8e62a-2c4e-41d9-9e75-35273d57fdaa,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,90,Lalit Gugalia,usr_1e76c007a5e44c539996,Lalit Gugalia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,lalit-gugalia,95352ebd-f6d5-439a-878e-8e78733da50c,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,91,Mrs Gugalia,usr_f10f8a907b16497c95e9,Gugalia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,mrs-gugalia,412b6a2b-89cb-4411-8438-afd6a942a8b7,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,92,Mr Lalit Pandit,usr_444989f7e35a4eafb92a,Lalit Pandit,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,mr-lalit-pandit,f6d26501-7761-421e-8d7e-f8b7d090241f,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,93,H.E. Hon. Lionel Rouwen Aingimea,usr_3a89ca86e7fe486daacf,H.E. Hon. Lionel Rouwen Aingimea,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,h-e-hon-lionel-rouwen-aingimea,433d5072-1be8-41d0-95fe-1f5277a82364,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,94,Hon'ble Shri Mahendra Sadashiv Thorve,usr_80accd3662244fecabf7,Mahendra Sadashiv Thorve,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,hon-ble-shri-mahendra-sadashiv-thorve,efa03fa1-3102-4e82-a4b6-9977ee9c1bcf,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,95,Mahesh Savani,usr_bc0a7e3e782f421da7a3,Mahesh Savani,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,mahesh-savani,737bfc56-1a65-452d-ac01-ca6ea2428012,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,96,Ms Manju Prabhat Lodha,usr_d2518c664ed946699165,Manju Prabhat Lodha,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,ms-manju-prabhat-lodha,c734c1f7-4d43-473e-ba5e-aa37cc44dd88,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,97,Mr Mansoorali Bhabha,usr_1066899ac4b342799c26,Mansoorali Bhabha,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Housing,Housing,Housing,mr-mansoorali-bhabha,6486e456-7893-48ba-bdfb-3fbcdbb5bd86,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,98,Ms Margarita Louis-Dreyfus,usr_c90ab928087145018fb9,Margarita Louis-Dreyfus,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,ms-margarita-louis-dreyfus,4a6a7dd9-0d94-4f62-9cfc-1be17bb4482b,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,99,Mauvin Godinho,usr_05f73f3aa073484585f6,Mauvin Godinho,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mauvin-godinho,ead2880d-8bc3-4878-99ae-2ded6887b5fb,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,100,Mr Mayank Singhal,usr_c0437e4bf8104277be37,Mayank Singhal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-mayank-singhal,47b551f1-340a-49e9-ac09-97e7f55a554e,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,101,Mr Mika Singh,usr_5cda88abacc04de49c3a,Mika Singh,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,mr-mika-singh,3369719a-c543-47a3-ac14-273f9b72cd74,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass slug,102,Mr Mohammad Taki Jaffer,usr_a4890688641c4a08ba19,Mohammad Taki Jaffer,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,,585e1370-036a-4e39-92d7-8b49364bd9aa,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,103,Mr. Mohammed Manzil,usr_bulwlyvrb5yszjcsefoftqee,Mohammed Manzil,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-mohammed-manzil,1a5fcd9c-61bc-4a7f-b3ed-4c34a4b10950,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,104,CA Motilal Oswal,usr_2bc86d7561b249c5ae57,Motilal Oswal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,ca-motilal-oswal,aa00bc9d-11de-464a-9fb2-cbb83ce174c0,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,105,Mr Mudar Patherya,usr_d1a511b2efb043b1bb0f,Mudar Patherya,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,mr-mudar-patherya,3f535083-4ecc-466d-83a8-a5de7b532f6d,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass slug,106,Muhammad Khalid Sayed,usr_a48e8e21be294ca1aa36,Muhammad Khalid Sayed,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,,700c27e2-0d02-4998-88e2-3152f00d29c2,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,107,Dr Murtaza Habil Khorakiwala,usr_e21126416e5641a587db,Murtaza Habil Khorakiwala,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,dr-murtaza-habil-khorakiwala,fc3086b3-fbb4-4e6f-88e2-4073f74e4928,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,108,Narendra Goel,usr_0b46053079f84dbb8695,Narendra Goel,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,narendra-goel,6c22215c-aca6-4f04-ad3a-748d3a82ec7d,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,109,Dr Naveen Singh Suhag,usr_8853203d42f9429d8a77,Naveen Singh Suhag,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,dr-naveen-singh-suhag,11ee6e9a-a9b2-41f7-82ad-dc7ee17b6841,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,110,Mr Neil Kant Shiv Lal,usr_c85182aaef8e46e386de,Neil Kant Shiv Lal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,shri-neil-kant-shiv-lal,95ed4a95-76e8-4cc6-aafd-10dc8006d0b1,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,111,Mr Nikhil Chaturvedi,usr_dcb09b43525949ea92e5,Nikhil Chaturvedi,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-nikhil-chaturvedi,607ab658-694d-4152-80a9-661b9abb8e3c,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,112,Nitin Pawar,usr_54f4374a48c840fcaff8,Nitin Pawar,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Health,Health,Health,nitin-pawar,d4692f74-f2f6-4012-a12a-7249a62a90bf,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,113,Dr P Siddeek Ahmed Haji,usr_ef2e6370a29e4e788c3b,P Siddeek Ahmed Haji,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,dr-p-siddeek-ahmed-haji,5970675f-1be0-4c09-90a0-63c6afc73273,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
Medium,Pass subcategory differs,114,Mr. Pablo Marcal,usr_ft3k1242ab49o35k3welor06,Carol Marcal,VIP I Am Peacekeeper Partner,VIP I Am Peacekeeper Partner,Justice & Peace,I Am Peacekeeper Partner,I Am Peacekeeper Partner,carol-marcal,df16071f-c825-435c-97da-2cda759329fb,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,115,Padma Shri Savjibhai Dhanjibhai Dholakia,usr_525b4ada1b1546fba26e,Savjibhai Dhanjibhai Dholakia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,padma-shri-savjibhai-dhanjibhai-dholakia,f64f39d6-e08c-4982-a262-9effdbaa7714,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,116,Dr Pankaj Rajesh Bhoyar,usr_65ebfbefacd84aa78163,Pankaj Rajesh Bhoyar,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Housing,Housing,Housing,dr-pankaj-rajesh-bhoyar,d0cb03e3-7638-4700-aa7e-3588088c1a24,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,117,H.E. Patrick Leverino,usr_76bff53401a74b71a3b1,Patrick Leverino,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,h-e-patrick-leverino,a39dae7e-27b2-4588-b44b-36cc8145ede4,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Pass subcategory differs; Pass subcategory missing,118,Mr. Piyush Jhunjhunwala,usr_a48vd7bhrvmr6txs8xeh5g8n,Piyush Jhunjhunwala,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,I Am Peacekeeper Partner,,,mr-piyush-jhunjhunwala,aa877f68-3ee7-4318-bb71-efa3d78ed1a4,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,119,Mr Prateek Agarwal,usr_f8856861a28e4b9b9e02,Prateek Agarwal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-prateek-agarwal,c70e0364-c1f3-48e5-a395-5d8926543ee3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,120,Mr Pratik Kanakia,usr_ac8ad660db36489ab50c,Pratik Kanakia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-pratik-kanakia,bee13745-2a4f-4d56-8099-98b374973e15,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,121,"Mr Radheshyam Laxmanrao Mopalwar, IAS (Retd.)",usr_aa41b58af91a4724afbb,"Radheshyam Laxmanrao Mopalwar, IAS (Retd.)",VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-radheshyam-laxmanrao-mopalwar-ias-retd,d0435ad4-017f-47a6-8535-a11dffbd3f12,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,122,Dr Raghav Pat Singhania,usr_356c4ec004ac40a6bfe5,Raghav Pat Singhania,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,dr-raghav-pat-singhania,13f13dde-f277-4357-bc3a-fbd9183feb2e,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,123,Ragini Dwivedi,usr_ad06b9a33e49480abc90,Ragini Dwivedi,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,ragini-dwivedi,34063dce-58ca-49b7-b42e-a0ac2c80a295,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,124,Most Venerable Dr Bhadant Rahul Bodhi Mahathero,usr_4fcbc2c74f554f819077,Most Venerable Dr Bhadant Rahul Bodhi Mahathero,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,most-venerable-dr-bhadant-rahul-bodhi-mahathero,48ee7524-94ac-4233-b871-19062cb4adbb,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,125,Dr Rahul V. Karad,usr_f6ccd55a931546dea7ed,Rahul V. Karad,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Education,Education,Education,dr-rahul-v-karad,9d77403a-ae12-4378-835d-802da8199f0f,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,126,Mr. Raj Babar,usr_a0wzrqyjp91ld3u680x9dfyg,Raj Babbar,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,mr-raj-babbar,de282d19-3514-4db4-a490-6c2fa1e4725b,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,127,Mr Rajan Navani,usr_fb60e3010fbc477bb70c,Rajan Navani,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-rajan-navani,d867958f-e22c-496a-8c04-a4ceee6b9930,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,128,Rajdeep Gupta,usr_39bc3ad99bf34915b59d,Rajdeep Gupta,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,rajdeep-gupta,9018e702-1e25-43c4-ba7b-55a12c5b07df,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,129,Dr Rajiv Kumar Sharma,usr_aed75f2f8d534e36a438,Rajiv Kumar Sharma,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Health,Health,Health,dr-rajiv-kumar-sharma,86ac41f3-e3d7-4481-8160-46bfce07e062,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,130,Mr Rakesh Bindal,usr_e91cd005911e4dd8a82d,Rakesh Bindal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-rakesh-bindal,2432696b-400c-4def-8128-1575d312054d,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass slug,131,Ms Rakshatai Khadse,usr_4ce0e6f7372d457785d7,Rakshatai Khadse,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Youth & Women,Youth & Women,Youth & Women,,56502b39-f02a-441a-af89-c83d39aa68cc,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,132,Mr Ramesh Agarwal,usr_836f47dc5e1c448aad80,Ramesh Agarwal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-ramesh-agarwal,0196da28-9c73-4fc8-96a0-2e13014a057c,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,133,Ms Rania Yehia Abdelzaher,usr_132c7a54751f43eda5ff,Rania Yehia Abdelzaher,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Influencers,Influencers,Influencers,ms-rania-yehia-abdelzaher,15d49add-1948-43e0-8e1f-2f9646f20ee3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,134,Ms Rasha Kirmani,usr_27e237ab54e840c8919d,Rasha Kirmani,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Influencers,Influencers,Influencers,ms-rasha-kirmani,b1a3d5dc-2686-454a-af03-9b6c50f40d8b,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,135,Mr Ravindra Mangave,usr_5cb66e746a5e4af7bc25,Ravindra Mangave,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-ravindra-mangave,16aa0842-a542-4e6c-9194-902399177e6c,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,136,Shri Ravindra Sadanand Phatak,usr_638b15f42e1244e6bcd6,Ravindra Sadanand Phatak,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,shri-ravindra-sadanand-phatak,29d8bed9-cb8a-45ab-8ba8-4c91a4771d69,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,137,Reitesh Deshmukh,usr_35a2ab7abe9d479fbd0f,Reitesh Deshmukh,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,reitesh-deshmukh,a03b8941-728e-485b-a1ef-df904150a91f,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass slug,138,Mr Rishabh Shah,usr_dacbdc85b2c74b2eb580,Rishabh Shah,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Youth & Women,Youth & Women,Youth & Women,,416fe542-7bba-401c-ad61-54aa26df5216,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,139,Mr Romiel Nissim Samuel,usr_be2eda8dc71947188e90,Romiel Nissim Samuel,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,mr-romiel-nissim-samuel,2a000534-c34f-4aa3-bbf3-3b87dc9a4e81,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,140,Prof Dr Ron Chandiramani,usr_b14de472245a4ede8762,Ron Chandiramani,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,prof-dr-ron-chandiramani,5b15bbc4-bf93-4ad4-adf6-6c54703cc9a9,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,141,Mr Ronakali Saifuddin Dholkawala,usr_bb96fefec41549599c16,Ronakali Saifuddin Dholkawala,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-ronakali-saifuddin-dholkawala,8d1ef6d4-bf96-431f-b78e-01ab91136f78,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,142,H.E. Mr Rui Duarte de Barros,usr_e77f64b44fc74270b150,Rui Duarte de Barros,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,h-e-mr-rui-duarte-de-barros,534e4ddd-fdf6-47db-b4fe-16694c16e473,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,143,Ms Rupali Ganguly,usr_85bf21f276014ff28112,Rupali Ganguly,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,ms-rupali-ganguly,a8da7d6b-76c9-40e8-8495-a850b37c62db,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,144,Mr Sagar Chordia,usr_98b60f43610f47159b9b,Sagar Chordia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Housing,Housing,Housing,mr-sagar-chordia,71fa8d30-e4d2-4f63-b308-87b3f0a04a29,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,145,Dr Sahil Singh,usr_nbs8y87djvnlrsp3p5vl29gv,Sahil Singh,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Health,Health,Health,dr-sahil-singh,f2b4ce19-38b0-4d1d-8379-cc13fb73c80b,16,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,146,Mr Salim Merchant,usr_e35edffb24b1478b8511,Salim Merchant,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,mr-salim-merchant,4812726e-b10d-4837-9d88-24de4ae21f16,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,147,Mr Sam M. Bayat,usr_cde093a76e094e6390ec,Sam M. Bayat,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-sam-m-bayat,f6fc46d5-0542-478a-ba3d-b2e99968aedd,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,148,Mr Sameer Tapia,usr_f9aa93d58fe947dfac58,Sameer Tapia,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-sameer-tapia,63783030-ba8a-4b47-92a1-8c8e246427b3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,149,Dr Sandeep Bakshi,usr_32aceae88e1b45548b5d,Sandeep Bakshi,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Education,Education,Education,dr-sandeep-bakshi,ea7498f9-796b-4ca0-9fc8-2f73553870a3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,150,Mr Sandeep Merchant,usr_fb275151d0464d3ca0f2,Sandeep Merchant,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-sandeep-merchant,6973660d-ce61-44c3-98c4-f2b96719c876,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,151,Mr Sangram Singh,usr_ee3f3fe4f00a494db48b,Sangram Singh,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Sports,Sports,Sports,mr-sangram-singh,cad1a226-f184-47a9-9bf8-9e2742a3caf3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,152,Mr Sanjay Dangi,usr_30a872bf387d4897abca,Sanjay Dangi,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-sanjay-dangi,6a45b543-9cdb-4711-9527-0a4682878958,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,153,Shri Sanjay Dina Patil,usr_ee3264f2d4b14e1c8f5f,Sanjay Dina Patil,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Justice & Peace,Justice & Peace,Justice & Peace,shri-sanjay-dina-patil,fe318dda-c371-4e98-a069-d8e8b508f53e,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs; Missing pass PDF,154,Sanjay Kakade,usr_80fa3ef3928146d0b56d,Sanjay Kakade,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,sanjay-kakade,44537044-7d9b-4b52-9b92-9175236b7318,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,155,Mr Sanjay Krishna Goyal,usr_f277f3f6a298458094d9,Sanjay Krishna Goyal,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,mr-sanjay-krishna-goyal,33736795-d7d8-4bff-8462-614d6fa10b89,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,156,Mr Sanjay Siroya,usr_5def63f3c1b2473f9518,Sanjay Siroya,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Business,Business,Business,mr-sanjay-siroya,7cad999b-dec4-4b9f-89f4-3766e1e89701,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,157,Mr Satya Bhushan Jain,usr_aaf57b34f80c4bc1933a,Satya Bhushan Jain,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Health,Health,Health,mr-satya-bhushan-jain,de6b9ffc-a5f5-4758-a6c2-ef97b0e329e3,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,158,Ms Seema Saroj,usr_ca3daa663701410e982f,Seema Saroj,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Youth & Women,Youth & Women,Youth & Women,ms-seema-saroj,5f3b8913-8e85-4936-9644-1513ccb024e2,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,159,Ms Shabana Azmi,usr_df7d19e68d9644d796b5,Shabana Azmi,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Artist & Literature,Artist & Literature,Artist & Literature,ms-shabana-azmi,ee81357b-61bd-4f99-9725-969139e87269,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
High,Pass tier/category differs,160,Ms Shaina NC,usr_7efc261469e2455c948f,Shaina NC,VIP I Am Peacekeeper Partner,I Am Peacekeeper Champion,Social Innovation,Social Innovation,Social Innovation,ms-shaina-nc,70e94c0a-1e75-4892-9fc8-244770666262,0,,Review in Passes/Guest detail. Do not force category changes where the match is uncertain.
